State,APMC,Commodity,Min Price (Rs.),Modal Price (Rs.),Max Price (Rs.),Arrivals,Traded Quantity,Unit,Date,APMC_Selected,Commodity_Selected
GUJARAT,NAVSARI APMC,CHIKOOS,"1,200","1,200","1,200",44,44,Qui,18-04-2025,NAVSARI APMC,
GUJARAT,NAVSARI APMC,POTATO,"1,700","1,700","1,700",35,35,Qui,18-04-2025,NAVSARI APMC,
GUJARAT,NAVSARI APMC,GRAPES,"5,600","5,600","5,600",32,32,Qui,18-04-2025,NAVSARI APMC,
GUJARAT,NAVSARI APMC,CHILLIES,"3,600","3,600","3,600",25,25,Qui,17-04-2025,NAVSARI APMC,
GUJARAT,NAVSARI APMC,TOMATO,900,900,900,23,23,Qui,17-04-2025,NAVSARI APMC,
GUJARAT,NAVSARI APMC,BRINJAL,"1,300","1,300","1,300",18,18,Qui,17-04-2025,NAVSARI APMC,
GUJARAT,NAVSARI APMC,CABBAGE,800,800,800,15,15,Qui,17-04-2025,NAVSARI APMC,
GUJARAT,NIZAR,WHEAT,"2,300","2,525","2,551",768,773,Qui,17-04-2025,NIZAR,
GUJARAT,NIZAR,WHEAT,"2,500","2,561","2,561",123,123,Qui,18-04-2025,NIZAR,
GUJARAT,NIZAR,CHANA-LOCAL,"8,225","8,225","8,225",0,16,Qui,18-04-2025,NIZAR,
GUJARAT,NIZAR,MAIZE,"1,650","1,650","1,650",10,10,Qui,17-04-2025,NIZAR,
No record Found.,PADARA,
GUJARAT,PALANPUR,CASTOR SEED,"6,105","6,155","6,160",392,392,Qui,18-04-2025,PALANPUR,
No record Found.,PALITANA APMC,
GUJARAT,PANTHAWADA,MUSTARD,"5,570","5,570","5,570",99,61,Qui,18-04-2025,PANTHAWADA,
GUJARAT,PATAN,CASTOR SEED,"6,020","6,100","6,145",495,495,Qui,17-04-2025,PATAN,
GUJARAT,PATAN,CASTOR SEED,"6,000","6,125","6,170",410,410,Qui,18-04-2025,PATAN,
No record Found.,PATDI APMC,
GUJARAT,PAVI-JETPUR,COTTON,"6,500","6,795","6,795",136,136,Qui,17-04-2025,PAVI-JETPUR,
No record Found.,PETALAD,
GUJARAT,PORBANDAR,WHEAT,"2,135","2,515","2,545",33,64,Qui,18-04-2025,PORBANDAR,
GUJARAT,PORBANDAR,CORIANDAR,"6,210","6,635","6,635",2,27,Qui,18-04-2025,PORBANDAR,
GUJARAT,PORBANDAR,CUMMIN,"21,455","22,365","22,365",19,24,Qui,18-04-2025,PORBANDAR,
GUJARAT,PORBANDAR,GREEN CHILLI,"7,050","7,050","7,050",12,12,Qui,18-04-2025,PORBANDAR,
GUJARAT,PORBANDAR,GROUND NUT G-2,"4,700","4,700","4,700",8,8,Qui,18-04-2025,PORBANDAR,
GUJARAT,PORBANDAR,GROUND NUT,"4,660","4,660","4,660",0,1,Qui,18-04-2025,PORBANDAR,
No record Found.,PRANTIJ APMC,
No record Found.,RADHANPUR APMC,
GUJARAT,RAJKOT,GROUND NUT-PODS,"4,450","4,520","6,000",0,325,Qui,17-04-2025,RAJKOT,
No record Found.,RAJPIPLA APMC,
No record Found.,RAJULA,
GUJARAT,RAPAR,CASTOR SEED,"5,725","5,910","6,105",17,17,Qui,18-04-2025,RAPAR,
GUJARAT,RAPAR,CASTOR SEED,"6,018","6,040","6,065",17,17,Qui,17-04-2025,RAPAR,
GUJARAT,SANAND,WHEAT,"2,150","2,500","2,875","10,156","10,156",Qui,17-04-2025,SANAND,
GUJARAT,SANAND,WHEAT,"2,000","2,475","2,905","7,500","7,500",Qui,18-04-2025,SANAND,
GUJARAT,SANAND,PADDY 6444,"1,800","1,800","2,325",51,51,Qui,18-04-2025,SANAND,
GUJARAT,SANJELI APMC,WHEAT,"2,450","2,450","2,600",73,73,Qui,17-04-2025,SANJELI APMC,
GUJARAT,SANJELI APMC,MUSTARD SEED,"5,800","5,800","5,800",70,56,Qui,17-04-2025,SANJELI APMC,
GUJARAT,SANJELI APMC,MAIZE,"2,600","2,600","2,650",48,48,Qui,17-04-2025,SANJELI APMC,
GUJARAT,SANJELI APMC,PADDY LOCAL,"2,550","2,550","2,550",46,46,Qui,17-04-2025,SANJELI APMC,
GUJARAT,SANJELI APMC,CHANA GRAM,"5,500","5,500","5,500",9,9,Qui,17-04-2025,SANJELI APMC,
No record Found.,SAVARKUNDLA,
No record Found.,SAVLI,
No record Found.,SELAMBA APMC,
GUJARAT,SIDDHPUR,CASTOR SEED,"5,980","6,105","6,185",979,"1,760",Qui,18-04-2025,SIDDHPUR,
No record Found.,SIHOR APMC,
No record Found.,SONGADH APMC,
No record Found.,TALAJA APMC,
No record Found.,TALOD,
No record Found.,TARAPUR,
GUJARAT,THARA,CASTOR SEED,"6,075","6,160","6,160",154,77,Qui,17-04-2025,THARA,
GUJARAT,THARA,CASTOR SEED,"6,050","6,200","6,200",52,52,Qui,18-04-2025,THARA,
GUJARAT,THARAD,MUSTARD,"5,455","5,700","6,055",187,187,Qui,18-04-2025,THARAD,
GUJARAT,THARAD,MUSTARD,"5,650","5,700","5,825",145,145,Qui,17-04-2025,THARAD,
GUJARAT,THARAD,CASTOR SEED,"6,130","6,160","6,160",112,112,Qui,17-04-2025,THARAD,
GUJARAT,THARAD,CASTOR SEED,"6,060","6,060","6,160",76,76,Qui,18-04-2025,THARAD,
No record Found.,THASRA APMC,
No record Found.,TILAKWADA APMC,
No record Found.,UMRALA APMC,
No record Found.,UNA APMC,
GUJARAT,UNAVA APMC,CASTOR SEED,"6,055","6,055","6,135",139,139,Qui,18-04-2025,UNAVA APMC,
GUJARAT,UNAVA APMC,CASTOR SEED,"6,030","6,095","6,100",69,69,Qui,17-04-2025,UNAVA APMC,
GUJARAT,UNAVA APMC,COTTON,"6,000","6,905","7,675",58,58,Qui,17-04-2025,UNAVA APMC,
GUJARAT,UNAVA APMC,COTTON,"6,410","6,830","7,255",33,33,Qui,18-04-2025,UNAVA APMC,
GUJARAT,UPLETA,WHEAT,"2,340","2,340","2,340",13,13,Qui,17-04-2025,UPLETA,
GUJARAT,UPLETA,CASTOR SEED,"5,940","5,940","5,940",12,12,Qui,18-04-2025,UPLETA,
GUJARAT,UPLETA,WHEAT,"2,435","2,435","2,435",11,11,Qui,18-04-2025,UPLETA,
GUJARAT,UPLETA,COTTON,"7,150","7,150","7,150",8,8,Qui,18-04-2025,UPLETA,
GUJARAT,UPLETA,CORIANDAR,"6,615","6,615","6,615",7,7,Qui,18-04-2025,UPLETA,
GUJARAT,UPLETA,CHANA GRAM,"5,025","5,025","5,025",4,4,Qui,17-04-2025,UPLETA,
GUJARAT,UPLETA,COTTON,"7,125","7,175","7,200",3,3,Qui,17-04-2025,UPLETA,
GUJARAT,UPLETA,TUR/ARHAR-MIXED,"6,660","6,710","6,710",1,1,Qui,18-04-2025,UPLETA,
GUJARAT,UPLETA,CASTOR SEED,"5,825","5,825","5,825",1,1,Qui,17-04-2025,UPLETA,
No record Found.,VADALI APMC,
No record Found.,VADHVAN,
No record Found.,VADODARA,
No record Found.,VALABHIPUR APMC,
No record Found.,VALIA APMC,
No record Found.,VALSAD,
No record Found.,VIJAPUR,
No record Found.,VINCHHIYA,
GUJARAT,VISAVADAR,WHEAT,"2,750","2,750","2,850",18,18,Qui,18-04-2025,VISAVADAR,
GUJARAT,VISAVADAR,CHANA BENGAL GRAM-DOLLAR,"4,950","5,100","5,150",16,16,Qui,18-04-2025,VISAVADAR,
GUJARAT,VISAVADAR,GARLIC,"3,600","3,600","3,600",5,5,Qui,18-04-2025,VISAVADAR,
GUJARAT,VISNAGAR,CASTOR SEED,"5,975","6,100","6,205","3,001","3,001",Qui,18-04-2025,VISNAGAR,
GUJARAT,VISNAGAR,CASTOR SEED,"5,940","6,000","6,125","2,337","2,337",Qui,17-04-2025,VISNAGAR,
GUJARAT,VISNAGAR,WHEAT,"2,300","2,500","2,730","1,607","1,607",Qui,17-04-2025,VISNAGAR,
GUJARAT,VISNAGAR,WHEAT,"2,300","2,600","2,800","1,303","1,303",Qui,18-04-2025,VISNAGAR,
No record Found.,VYARA,
GUJARAT,WANKANER APMC,WHEAT,"2,435","2,480","2,519",133,133,Qui,18-04-2025,WANKANER APMC,
GUJARAT,WANKANER APMC,WHEAT,"2,296","2,305","2,379",81,81,Qui,17-04-2025,WANKANER APMC,
GUJARAT,WANKANER APMC,CUMMIN,"22,287","22,322","22,346",41,41,Qui,18-04-2025,WANKANER APMC,
GUJARAT,WANKANER APMC,CUMMIN,"22,771","22,839","22,854",33,33,Qui,17-04-2025,WANKANER APMC,
GUJARAT,WANKANER APMC,CASTOR SEED,"5,636","5,646","5,646",28,28,Qui,18-04-2025,WANKANER APMC,
GUJARAT,WANKANER APMC,FENNEL SEED,"9,691","9,700","9,711",22,22,Qui,17-04-2025,WANKANER APMC,
GUJARAT,WANKANER APMC,FENNEL SEED,"10,322","10,322","10,322",12,12,Qui,18-04-2025,WANKANER APMC,
GUJARAT,WANKANER APMC,COTTON,"7,146","7,146","7,146",12,12,Qui,18-04-2025,WANKANER APMC,
GUJARAT,WANKANER APMC,COTTON,"6,952","6,952","6,981",11,11,Qui,17-04-2025,WANKANER APMC,
No record Found.,AHWA,
No record Found.,DESAR,
No record Found.,DHANGADRA,
No record Found.,KAPRADA,
No record Found.,KUKARMUDA,
No record Found.,MANDVI,
No record Found.,PARDI,
No record Found.,UNCHAL,
No record Found.,VASDA,
No record Found.,VERAVAL,
No record Found.,TALALAGIR,
No record Found.,BHANVAD,
No record Found.,LAKHANI,
No record Found.,MAANSA,
No record Found.,MALPUR,
No record Found.,VIRAMGAM,
No record Found.,CHANASMA ,
No record Found.,DEODAR,
No record Found.,SURAT,
No record Found.,UNJHA,
No record Found.,VALOD,
No record Found.,VIRPUR,
HARYANA,ADAMPUR,WHEAT,"2,427","2,435","2,450","6,735","7,854",Qui,17-04-2025,ADAMPUR,
HARYANA,ADAMPUR,WHEAT,"2,430","2,435","2,445","2,475","6,883",Qui,18-04-2025,ADAMPUR,
HARYANA,ADAMPUR,MUSTARD,"5,400","5,725","5,983",475,"1,847",Qui,17-04-2025,ADAMPUR,
HARYANA,ADAMPUR,AMERICAN-COTTON,"6,275","7,400","7,671",984,"1,300",Qui,17-04-2025,ADAMPUR,
HARYANA,ADAMPUR,AMERICAN-COTTON,"6,050","7,650","7,687","1,022","1,080",Qui,18-04-2025,ADAMPUR,
HARYANA,ADAMPUR,MUSTARD,"5,557","5,720","5,780",975,475,Qui,18-04-2025,ADAMPUR,
HARYANA,ADAMPUR,BARLEY (JAU),"1,925","1,980","2,050",107,440,Qui,17-04-2025,ADAMPUR,
HARYANA,ADAMPUR,GUAR SEEDS,"4,750","5,050","5,050",550,356,Qui,18-04-2025,ADAMPUR,
HARYANA,ADAMPUR,GUAR SEEDS,"4,758","5,019","5,019",356,218,Qui,17-04-2025,ADAMPUR,
HARYANA,ADAMPUR,BARLEY (JAU),"1,500","2,100","2,100",427,140,Qui,18-04-2025,ADAMPUR,
No record Found.,ALEWA,
HARYANA,AMBALA,WHEAT,"2,426","2,430","2,430",140,"2,504",Qui,17-04-2025,AMBALA,
No record Found.,AMBALA CANTT. APMC,
No record Found.,ASANDH,
No record Found.,ATELI APMC,
HARYANA,BABAIN,WHEAT,"2,430","2,430","2,435",725,"4,045",Qui,18-04-2025,BABAIN,
HARYANA,BABAIN,ONION,725,855,"1,005",30,113,Qui,18-04-2025,BABAIN,
No record Found.,BAHADURGARH,
No record Found.,BALLABGARH,
HARYANA,BAPOLI,PADDY-BASMATI1121,"3,250","3,250","3,250",0,210,Qui,18-04-2025,BAPOLI,
No record Found.,BARARA,
HARYANA,BARWALA HISAR,WHEAT,"2,430","2,430","2,450","2,259","3,654",Qui,18-04-2025,BARWALA HISAR,
HARYANA,BARWALA HISAR,WHEAT,"2,426","2,426","2,430","2,607","1,547",Qui,17-04-2025,BARWALA HISAR,
HARYANA,BARWALA HISAR,AMERICAN-COTTON,"6,870","7,550","7,571",166,166,Qui,17-04-2025,BARWALA HISAR,
HARYANA,BARWALA HISAR,BANANA,"2,000","2,000","4,000",81,81,Qui,17-04-2025,BARWALA HISAR,
HARYANA,BARWALA HISAR,AMERICAN-COTTON,"7,250","7,400","7,550",72,70,Qui,18-04-2025,BARWALA HISAR,
HARYANA,BARWALA HISAR,BARLEY (JAU),"1,900","1,900","2,025",67,67,Qui,17-04-2025,BARWALA HISAR,
HARYANA,BARWALA HISAR,ONION,"1,000","1,200","1,200",45,45,Qui,17-04-2025,BARWALA HISAR,
HARYANA,BARWALA HISAR,WATER MELON,800,"1,000","1,100",41,41,Qui,18-04-2025,BARWALA HISAR,
HARYANA,BARWALA HISAR,POTATO,900,"1,000","1,000",40,40,Qui,18-04-2025,BARWALA HISAR,
HARYANA,BARWALA HISAR,WATER MELON,"1,000","1,000","1,100",37,37,Qui,17-04-2025,BARWALA HISAR,
HARYANA,BARWALA HISAR,ONION,"1,000","1,000","1,100",30,30,Qui,18-04-2025,BARWALA HISAR,
HARYANA,BARWALA PANCHKULA APMC,POTATO,700,700,700,42,42,Qui,17-04-2025,BARWALA PANCHKULA APMC,
HARYANA,BARWALA PANCHKULA APMC,ONION,800,"1,200","1,500",31,31,Qui,17-04-2025,BARWALA PANCHKULA APMC,
HARYANA,BARWALA PANCHKULA APMC,CUCUMBER,600,800,"1,500",28,29,Qui,17-04-2025,BARWALA PANCHKULA APMC,
HARYANA,BARWALA PANCHKULA APMC,PUMPKIN,500,600,600,25,25,Qui,17-04-2025,BARWALA PANCHKULA APMC,
HARYANA,BARWALA PANCHKULA APMC,TOMATO,800,800,"1,000",23,23,Qui,17-04-2025,BARWALA PANCHKULA APMC,
HARYANA,BARWALA PANCHKULA APMC,BOTTLE GOURD,800,800,"1,000",23,23,Qui,17-04-2025,BARWALA PANCHKULA APMC,
HARYANA,BARWALA PANCHKULA APMC,WATER MELON,"1,200","1,200","1,500",10,10,Qui,17-04-2025,BARWALA PANCHKULA APMC,
HARYANA,BARWALA PANCHKULA APMC,CUCUMBER,800,800,"1,200",26,7,Qui,18-04-2025,BARWALA PANCHKULA APMC,
HARYANA,BARWALA PANCHKULA APMC,BRINJAL-HYBRID,"1,000","1,000","1,000",7,7,Qui,17-04-2025,BARWALA PANCHKULA APMC,
HARYANA,BARWALA PANCHKULA APMC,MUSK MELON,"2,000","2,000","2,000",7,7,Qui,17-04-2025,BARWALA PANCHKULA APMC,
HARYANA,BARWALA PANCHKULA APMC,CAULIFLOWER,600,"1,500","1,500",5,5,Qui,17-04-2025,BARWALA PANCHKULA APMC,
No record Found.,BASS,
No record Found.,BEHAL,
No record Found.,BERI,
HARYANA,BHATTU KALAN APMC,MUSTARD,"5,550","5,780","5,880",355,355,Qui,17-04-2025,BHATTU KALAN APMC,
HARYANA,BHATTU KALAN APMC,BARLEY (JAU),"1,560","2,187","2,187",200,218,Qui,17-04-2025,BHATTU KALAN APMC,
No record Found.,BHIWANI,
No record Found.,BHUNA,
HARYANA,CH DADRI,WATER MELON,800,"1,200","7,000",31,166,Qui,17-04-2025,CH DADRI,
HARYANA,CH DADRI,CUCUMBER,800,"1,000","2,000",17,110,Qui,17-04-2025,CH DADRI,
HARYANA,CH DADRI,TOMATO,800,800,"1,000",14,109,Qui,17-04-2025,CH DADRI,
HARYANA,CH DADRI,SWEET LEMON (MOSAMBI),"3,000","4,000","6,000",17,57,Qui,17-04-2025,CH DADRI,
HARYANA,CH DADRI,MANGO,"5,000","10,000","10,000",7,42,Qui,17-04-2025,CH DADRI,
HARYANA,CH DADRI,WATER MELON,"1,000","1,200","2,000",83,39,Qui,18-04-2025,CH DADRI,
HARYANA,CH DADRI,GRAPES,"5,000","7,000","7,000",5,33,Qui,17-04-2025,CH DADRI,
HARYANA,CH DADRI,BOTTLE GOURD,500,500,700,5,28,Qui,17-04-2025,CH DADRI,
HARYANA,CH DADRI,BRINJAL,"1,200","1,500","1,500",0,23,Qui,17-04-2025,CH DADRI,
HARYANA,CH DADRI,TOMATO,700,700,800,10,20,Qui,18-04-2025,CH DADRI,
HARYANA,CH DADRI,BITTER GOURD,"1,500","2,500","2,500",2,20,Qui,17-04-2025,CH DADRI,
HARYANA,CHEEKA,WHEAT,"2,435","2,435","2,440","7,385","5,819",Qui,18-04-2025,CHEEKA,
HARYANA,CHEEKA,WHEAT,"2,435","2,435","2,440","3,749",690,Qui,17-04-2025,CHEEKA,
HARYANA,CHHACHHRAULI,CAULIFLOWER,500,500,700,7,7,Qui,17-04-2025,CHHACHHRAULI,
HARYANA,CHHACHHRAULI,PUMPKIN,500,500,"1,200",7,7,Qui,17-04-2025,CHHACHHRAULI,
HARYANA,CHHACHHRAULI,CAULIFLOWER,600,600,700,6,6,Qui,18-04-2025,CHHACHHRAULI,
HARYANA,CHHACHHRAULI,CUCUMBER,"1,000","1,200","1,800",6,6,Qui,17-04-2025,CHHACHHRAULI,
HARYANA,CHHACHHRAULI,BOTTLE GOURD,500,500,700,5,5,Qui,18-04-2025,CHHACHHRAULI,
HARYANA,CHHACHHRAULI,PUMPKIN,500,500,600,5,5,Qui,18-04-2025,CHHACHHRAULI,
HARYANA,CHHACHHRAULI,POTATO,700,700,"1,200",5,5,Qui,17-04-2025,CHHACHHRAULI,
HARYANA,CHHACHHRAULI,BOTTLE GOURD,600,600,"1,600",5,5,Qui,17-04-2025,CHHACHHRAULI,
HARYANA,CHHACHHRAULI,RADDISH,700,800,800,4,4,Qui,18-04-2025,CHHACHHRAULI,
HARYANA,CHHACHHRAULI,RADDISH,500,500,800,4,4,Qui,17-04-2025,CHHACHHRAULI,
HARYANA,CHHACHHRAULI,TOMATO,"1,200","1,200","1,400",4,4,Qui,17-04-2025,CHHACHHRAULI,
HARYANA,DABWALI,WHEAT,"2,230","2,430","2,450","4,442","5,002",Qui,17-04-2025,DABWALI,
HARYANA,DABWALI,ONION,"1,000","1,150","1,150",310,310,Qui,18-04-2025,DABWALI,
HARYANA,DABWALI,POTATO,600,600,"1,600",104,214,Qui,18-04-2025,DABWALI,
HARYANA,DABWALI,MUSTARD,"5,200","5,650","5,665",64,167,Qui,17-04-2025,DABWALI,
HARYANA,DABWALI,WHEAT,"2,430","2,430","2,430",60,150,Qui,18-04-2025,DABWALI,
HARYANA,DABWALI,MUSTARD,"5,000","5,550","5,725",4,98,Qui,18-04-2025,DABWALI,
HARYANA,DABWALI,CUCUMBER,635,"1,000","1,800",53,88,Qui,18-04-2025,DABWALI,
HARYANA,DABWALI,AMERICAN-COTTON,"7,100","7,280","7,280",0,80,Qui,17-04-2025,DABWALI,
HARYANA,DABWALI,TOMATO,800,"1,200","1,500",38,63,Qui,18-04-2025,DABWALI,
HARYANA,DABWALI,WATER MELON,800,"1,200","1,200",50,50,Qui,18-04-2025,DABWALI,
HARYANA,DABWALI,MANGO,"7,000","7,000","11,000",22,32,Qui,18-04-2025,DABWALI,
No record Found.,DHAND,
No record Found.,DING,
HARYANA,ELLANABAD,WHEAT,"2,426","2,426","2,426","2,300","6,015",Qui,18-04-2025,ELLANABAD,
HARYANA,ELLANABAD,MUSTARD,"5,413","5,705","5,765",460,607,Qui,18-04-2025,ELLANABAD,
HARYANA,ELLANABAD,MUSTARD,"5,428","5,561","5,837",627,518,Qui,17-04-2025,ELLANABAD,
HARYANA,ELLANABAD,WHEAT,"2,426","2,426","2,426","1,705",210,Qui,17-04-2025,ELLANABAD,
HARYANA,ELLANABAD,CHANA GRAM,"5,500","5,526","5,581",169,135,Qui,18-04-2025,ELLANABAD,
HARYANA,ELLANABAD,BARLEY (JAU),"2,060","2,060","2,136",108,108,Qui,17-04-2025,ELLANABAD,
HARYANA,ELLANABAD,BARLEY (JAU),"2,122","2,122","2,141",107,107,Qui,18-04-2025,ELLANABAD,
HARYANA,ELLANABAD,BANANA,"2,300","2,300","2,300",107,107,Qui,18-04-2025,ELLANABAD,
HARYANA,ELLANABAD,CHANA GRAM,"5,619","5,640","5,640",90,90,Qui,17-04-2025,ELLANABAD,
HARYANA,ELLANABAD,GREEN CHILLI,600,"2,500","2,500",75,75,Qui,18-04-2025,ELLANABAD,
HARYANA,ELLANABAD,GREEN CHILLI,800,"1,000","2,000",72,72,Qui,17-04-2025,ELLANABAD,
No record Found.,FARIDABAD,
No record Found.,FARRUKHNAGAR,
HARYANA,FATEHABAD,WHEAT,"2,426","2,426","2,430","14,180","9,933",Qui,18-04-2025,FATEHABAD,
HARYANA,FATEHABAD,BARLEY (JAU),"2,046","2,139","2,139",35,65,Qui,18-04-2025,FATEHABAD,
HARYANA,FEROZPUR JHIRKA APMC,WHEAT,"2,430","2,430","2,450",502,502,Qui,17-04-2025,FEROZPUR JHIRKA APMC,
HARYANA,FEROZPUR JHIRKA APMC,WHEAT,"2,430","2,430","2,450",235,235,Qui,18-04-2025,FEROZPUR JHIRKA APMC,
HARYANA,FEROZPUR JHIRKA APMC,MUSTARD,"5,750","5,800","5,850",140,140,Qui,17-04-2025,FEROZPUR JHIRKA APMC,
HARYANA,FEROZPUR JHIRKA APMC,MUSTARD,"5,800","5,800","5,800",100,100,Qui,18-04-2025,FEROZPUR JHIRKA APMC,
No record Found.,GANAUR,
No record Found.,GHARAUNDA,
No record Found.,GOHANA,
HARYANA,GURGAON,ONION,955,"1,855","2,000",407,915,Qui,18-04-2025,GURGAON,
HARYANA,GURGAON,TOMATO,"1,000","1,255","1,655",292,710,Qui,18-04-2025,GURGAON,
HARYANA,GURGAON,ONION,955,"1,355","1,355",684,684,Qui,17-04-2025,GURGAON,
HARYANA,GURGAON,POTATO,855,"1,655","1,655",455,683,Qui,18-04-2025,GURGAON,
HARYANA,GURGAON,POTATO,"1,255","1,522","1,522",455,455,Qui,17-04-2025,GURGAON,
HARYANA,GURGAON,MANGO,"3,000","6,500","6,500",380,380,Qui,17-04-2025,GURGAON,
HARYANA,GURGAON,TOMATO,"1,255","1,522","1,522",369,369,Qui,17-04-2025,GURGAON,
HARYANA,GURGAON,MANGO,"4,000","4,500","4,500",214,214,Qui,18-04-2025,GURGAON,
HARYANA,GURGAON,CABBAGE,955,955,"1,255",71,209,Qui,18-04-2025,GURGAON,
HARYANA,GURGAON,BRINJAL-HYBRID,955,"1,285","1,655",7,134,Qui,18-04-2025,GURGAON,
HARYANA,GURGAON,CAPSICUM,"3,000","3,000","3,000",114,114,Qui,17-04-2025,GURGAON,
HARYANA,HANSI,POTATO,"1,000","1,000","3,500",499,499,Qui,18-04-2025,HANSI,
HARYANA,HANSI,MUSTARD,"5,500","5,500","5,550",320,440,Qui,18-04-2025,HANSI,
HARYANA,HANSI,WHEAT,"2,426","2,426","2,426",843,380,Qui,18-04-2025,HANSI,
HARYANA,HANSI,POTATO,"1,000","1,000","3,500",324,324,Qui,17-04-2025,HANSI,
HARYANA,HANSI,WATER MELON,"1,000","1,000","2,000",243,243,Qui,18-04-2025,HANSI,
HARYANA,HANSI,ONION,"1,000","1,500","2,000",227,227,Qui,17-04-2025,HANSI,
HARYANA,HANSI,WATER MELON,"1,000","1,500","2,000",189,189,Qui,17-04-2025,HANSI,
HARYANA,HANSI,ONION,"1,000","1,000","2,000",181,181,Qui,18-04-2025,HANSI,
HARYANA,HANSI,TOMATO,"1,000","1,000","1,500",176,176,Qui,17-04-2025,HANSI,
HARYANA,HANSI,TOMATO,"1,000","1,400","1,500",168,168,Qui,18-04-2025,HANSI,
HARYANA,HANSI,CUCUMBER,"1,000","1,500","2,500",142,142,Qui,18-04-2025,HANSI,
No record Found.,HASSANPUR,
No record Found.,HATHIN,
HARYANA,HISAR APMC,WHEAT,"2,428","2,430","2,430","3,801","5,876",Qui,17-04-2025,HISAR APMC,
HARYANA,HISAR APMC,MUSTARD,"5,120","5,900","6,100","1,945","2,957",Qui,17-04-2025,HISAR APMC,
HARYANA,HISAR APMC,GUAR SEEDS,"4,000","4,800","5,102",375,"1,148",Qui,17-04-2025,HISAR APMC,
HARYANA,HISAR APMC,BARLEY (JAU),"1,775","1,775","1,925",495,170,Qui,17-04-2025,HISAR APMC,
HARYANA,HISAR APMC,ONION,"1,000","1,100","1,100",0,95,Qui,18-04-2025,HISAR APMC,
HARYANA,HISAR APMC,ONION,800,"1,100","1,100",130,45,Qui,17-04-2025,HISAR APMC,
HARYANA,HISAR APMC,WATER MELON,700,"1,000","1,000",42,40,Qui,17-04-2025,HISAR APMC,
HARYANA,HISAR APMC,POTATO,800,800,800,205,20,Qui,17-04-2025,HISAR APMC,
HARYANA,HISAR APMC,PUMPKIN,600,600,600,0,10,Qui,18-04-2025,HISAR APMC,
HARYANA,HISAR APMC,BOTTLE GOURD,500,500,500,0,10,Qui,18-04-2025,HISAR APMC,
HARYANA,HISAR APMC,COTTON,"7,380","7,380","7,400",0,9,Qui,17-04-2025,HISAR APMC,
No record Found.,HODAL,
No record Found.,INDRI,
HARYANA,ISMAILABAD,WHEAT,"2,426","2,426","2,440","1,935","3,865",Qui,18-04-2025,ISMAILABAD,
No record Found.,ISRANA APMC,
HARYANA,JAGADHRI APMC,WHEAT,"2,430","2,430","2,430",545,545,Qui,18-04-2025,JAGADHRI APMC,
HARYANA,JAGADHRI APMC,ONION,"1,300","1,700","1,850",31,31,Qui,18-04-2025,JAGADHRI APMC,
HARYANA,JAGADHRI APMC,POTATO,600,800,800,26,26,Qui,18-04-2025,JAGADHRI APMC,
HARYANA,JAGADHRI APMC,CAULIFLOWER,200,500,700,15,15,Qui,18-04-2025,JAGADHRI APMC,
HARYANA,JAGADHRI APMC,TOMATO,700,"1,100","1,200",12,12,Qui,18-04-2025,JAGADHRI APMC,
HARYANA,JAGADHRI APMC,WATER MELON,"1,100","1,100","1,100",11,11,Qui,18-04-2025,JAGADHRI APMC,
HARYANA,JAGADHRI APMC,CUCUMBER,700,"1,000","1,000",10,10,Qui,18-04-2025,JAGADHRI APMC,
HARYANA,JAGADHRI APMC,MUSK MELON,"1,200","1,200","1,200",6,6,Qui,18-04-2025,JAGADHRI APMC,
HARYANA,JAGADHRI APMC,BOTTLE GOURD,500,500,"1,200",6,6,Qui,18-04-2025,JAGADHRI APMC,
HARYANA,JAGADHRI APMC,GRAPES,"3,800","3,800","3,800",5,5,Qui,18-04-2025,JAGADHRI APMC,
HARYANA,JAGADHRI APMC,ORANGE,"4,200","4,200","4,200",5,5,Qui,18-04-2025,JAGADHRI APMC,
No record Found.,JAKHAL,
No record Found.,JHAJJAR,
No record Found.,JIND,
No record Found.,JUI,
HARYANA,JULANA,WHEAT,"2,435","2,435","2,435","2,285","6,670",Qui,18-04-2025,JULANA,
HARYANA,JULANA,WHEAT,"2,435","2,435","2,435","3,690","6,398",Qui,17-04-2025,JULANA,
HARYANA,JULANA,MUSTARD,"5,400","5,500","5,750",0,37,Qui,17-04-2025,JULANA,
No record Found.,JUNDLA,
HARYANA,KAITHAL,WHEAT-SARABHATI,"2,430","2,435","2,435","3,875","4,889",Qui,17-04-2025,KAITHAL,
HARYANA,KAITHAL,WHEAT-SARABHATI,"2,430","2,435","2,435","7,335","3,875",Qui,18-04-2025,KAITHAL,
HARYANA,KAITHAL,WHEAT-BHANSI,"2,435","2,435","2,435",0,720,Qui,18-04-2025,KAITHAL,
HARYANA,KAITHAL,WHEAT-HYBRID,"2,435","2,435","2,435",0,546,Qui,17-04-2025,KAITHAL,
HARYANA,KAITHAL,WHEAT-BHANSI,"2,435","2,435","2,435","1,080",75,Qui,17-04-2025,KAITHAL,
No record Found.,KALANWALI,
No record Found.,KALAYAT,
HARYANA,KANINA APMC,MUSTARD,"5,540","5,700","5,850",167,"1,691",Qui,18-04-2025,KANINA APMC,
HARYANA,KANINA APMC,BAJRA,"2,380","2,400","2,400",0,611,Qui,18-04-2025,KANINA APMC,
HARYANA,KANINA APMC,BARLEY (JAU),"2,010","2,020","2,030",0,563,Qui,18-04-2025,KANINA APMC,
